test_id,wall_clock,alpha_bravo_dist,bravo_charlie_dist,alpha_charlie_dist,formation_type
TEST-14-DOUBLE-DENIAL,1775091450.278,49.4,19.4,39.0,echelon
TEST-14-DOUBLE-DENIAL,1775091450.532,49.4,19.2,38.6,echelon
TEST-14-DOUBLE-DENIAL,1775091450.786,49.4,19.1,38.2,echelon
TEST-14-DOUBLE-DENIAL,1775091451.039,49.3,18.9,37.8,echelon
TEST-14-DOUBLE-DENIAL,1775091451.290,49.3,18.7,37.5,echelon
TEST-14-DOUBLE-DENIAL,1775091451.546,49.3,18.5,37.1,echelon
TEST-14-DOUBLE-DENIAL,1775091451.802,49.2,18.3,36.8,echelon
TEST-14-DOUBLE-DENIAL,1775091452.055,49.2,18.2,36.5,echelon
TEST-14-DOUBLE-DENIAL,1775091452.306,49.2,18.0,36.2,echelon
TEST-14-DOUBLE-DENIAL,1775091452.559,48.3,7.7,41.2,echelon
TEST-14-DOUBLE-DENIAL,1775091452.813,45.1,4.7,41.2,echelon
TEST-14-DOUBLE-DENIAL,1775091453.064,45.1,4.7,41.2,echelon
TEST-14-DOUBLE-DENIAL,1775091453.317,45.1,4.7,41.1,independent
TEST-14-DOUBLE-DENIAL,1775091453.573,44.9,4.7,40.9,independent
TEST-14-DOUBLE-DENIAL,1775091453.826,44.8,4.7,40.7,independent
TEST-14-DOUBLE-DENIAL,1775091454.079,44.7,4.7,40.6,independent
TEST-14-DOUBLE-DENIAL,1775091454.331,44.6,4.8,40.4,independent
TEST-14-DOUBLE-DENIAL,1775091454.586,44.5,4.8,40.2,independent
TEST-14-DOUBLE-DENIAL,1775091454.841,44.3,4.8,40.1,independent
TEST-14-DOUBLE-DENIAL,1775091455.096,44.2,4.8,39.9,independent
TEST-14-DOUBLE-DENIAL,1775091455.352,44.1,4.8,39.8,independent
TEST-14-DOUBLE-DENIAL,1775091455.606,44.0,4.9,39.6,independent
TEST-14-DOUBLE-DENIAL,1775091455.861,43.9,4.9,39.5,independent
TEST-14-DOUBLE-DENIAL,1775091456.114,43.8,4.9,39.3,independent
TEST-14-DOUBLE-DENIAL,1775091456.368,43.7,4.9,39.2,independent
TEST-14-DOUBLE-DENIAL,1775091456.623,43.6,4.9,39.1,independent
TEST-14-DOUBLE-DENIAL,1775091456.878,43.5,4.9,39.0,independent
TEST-14-DOUBLE-DENIAL,1775091457.133,43.5,5.0,39.0,independent
TEST-14-DOUBLE-DENIAL,1775091457.388,43.5,5.0,38.9,independent
TEST-14-DOUBLE-DENIAL,1775091457.642,43.4,5.0,38.8,independent
TEST-14-DOUBLE-DENIAL,1775091457.895,43.5,5.1,38.8,independent
TEST-14-DOUBLE-DENIAL,1775091458.150,43.5,5.1,38.8,independent
TEST-14-DOUBLE-DENIAL,1775091458.402,43.5,5.2,38.8,independent
TEST-14-DOUBLE-DENIAL,1775091458.655,43.6,5.2,38.8,independent
TEST-14-DOUBLE-DENIAL,1775091458.908,43.7,5.3,38.9,independent
TEST-14-DOUBLE-DENIAL,1775091459.162,43.9,5.4,39.0,independent
TEST-14-DOUBLE-DENIAL,1775091459.415,44.1,5.4,39.1,independent
TEST-14-DOUBLE-DENIAL,1775091459.670,44.3,5.5,39.2,independent
TEST-14-DOUBLE-DENIAL,1775091459.922,44.5,5.6,39.3,independent
TEST-14-DOUBLE-DENIAL,1775091460.176,44.8,5.7,39.5,independent
TEST-14-DOUBLE-DENIAL,1775091460.433,45.1,5.8,39.7,independent
TEST-14-DOUBLE-DENIAL,1775091460.687,45.4,5.9,39.9,independent
TEST-14-DOUBLE-DENIAL,1775091460.941,45.8,6.1,40.2,independent
TEST-14-DOUBLE-DENIAL,1775091461.195,46.2,6.2,40.4,independent
TEST-14-DOUBLE-DENIAL,1775091461.446,46.6,6.3,40.7,independent
TEST-14-DOUBLE-DENIAL,1775091461.700,47.0,6.5,41.0,independent
TEST-14-DOUBLE-DENIAL,1775091461.954,47.5,6.6,41.3,independent
TEST-14-DOUBLE-DENIAL,1775091462.208,48.0,6.7,41.6,independent
TEST-14-DOUBLE-DENIAL,1775091462.462,48.4,6.9,41.9,independent
TEST-14-DOUBLE-DENIAL,1775091462.716,48.9,7.0,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091462.970,49.4,7.1,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091463.222,49.9,7.3,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091463.477,50.4,7.4,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091463.732,50.8,7.5,43.6,independent
TEST-14-DOUBLE-DENIAL,1775091463.986,51.2,7.6,43.8,independent
TEST-14-DOUBLE-DENIAL,1775091464.236,51.5,7.7,44.0,independent
TEST-14-DOUBLE-DENIAL,1775091464.492,51.8,7.8,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091464.746,52.1,7.8,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091465.001,52.3,7.9,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091465.251,52.5,7.9,44.7,independent
TEST-14-DOUBLE-DENIAL,1775091465.510,52.5,7.9,44.7,independent
TEST-14-DOUBLE-DENIAL,1775091465.764,52.5,7.9,44.7,independent
TEST-14-DOUBLE-DENIAL,1775091466.019,52.5,7.9,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091466.270,52.5,8.0,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091466.526,52.5,8.0,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091466.781,52.5,8.0,44.5,independent
TEST-14-DOUBLE-DENIAL,1775091467.035,52.4,8.0,44.5,independent
TEST-14-DOUBLE-DENIAL,1775091467.284,52.4,8.0,44.5,independent
TEST-14-DOUBLE-DENIAL,1775091467.539,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091467.795,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091468.047,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091468.297,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091468.553,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091468.805,52.4,8.0,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091469.060,52.4,8.0,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091469.310,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091469.566,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091469.818,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091470.073,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091470.323,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091470.581,52.4,8.1,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091470.835,52.4,8.2,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091471.091,52.4,8.2,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091471.342,52.3,8.2,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091471.598,52.3,8.2,44.1,independent
TEST-14-DOUBLE-DENIAL,1775091471.851,52.3,8.3,44.1,independent
TEST-14-DOUBLE-DENIAL,1775091472.107,52.3,8.3,44.0,independent
TEST-14-DOUBLE-DENIAL,1775091472.359,52.2,8.3,44.0,independent
TEST-14-DOUBLE-DENIAL,1775091472.615,52.2,8.3,43.9,independent
TEST-14-DOUBLE-DENIAL,1775091472.871,52.1,8.4,43.9,independent
TEST-14-DOUBLE-DENIAL,1775091473.123,52.1,8.4,43.8,independent
TEST-14-DOUBLE-DENIAL,1775091473.373,52.0,8.4,43.7,independent
TEST-14-DOUBLE-DENIAL,1775091473.629,52.0,8.4,43.7,independent
TEST-14-DOUBLE-DENIAL,1775091473.882,51.9,8.5,43.6,independent
TEST-14-DOUBLE-DENIAL,1775091474.137,51.9,8.5,43.6,independent
TEST-14-DOUBLE-DENIAL,1775091474.388,51.9,8.6,43.5,independent
TEST-14-DOUBLE-DENIAL,1775091474.644,51.9,8.6,43.5,independent
TEST-14-DOUBLE-DENIAL,1775091474.898,51.8,8.6,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091475.154,51.8,8.7,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091475.408,51.8,8.7,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091475.665,51.8,8.8,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091475.920,51.8,8.8,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091476.174,51.8,8.9,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091476.428,51.8,9.0,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091476.683,51.8,9.0,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091476.939,51.8,9.1,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091477.191,51.8,9.1,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091477.447,51.8,9.2,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091477.699,51.9,9.3,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091477.954,51.9,9.3,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091478.208,51.9,9.4,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091478.461,51.9,9.5,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091478.713,51.9,9.5,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091478.968,51.9,9.6,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091479.221,51.9,9.7,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091479.475,51.9,9.7,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091479.728,51.9,9.8,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091479.985,51.9,9.8,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091480.237,51.9,9.9,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091480.491,51.8,10.0,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091480.748,51.8,10.0,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091481.002,51.8,10.1,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091481.253,51.8,10.1,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091481.508,51.8,10.2,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091481.762,51.8,10.3,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091482.016,51.8,10.3,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091482.266,51.7,10.4,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091482.523,51.7,10.4,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091482.776,51.7,10.5,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091483.031,51.7,10.5,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091483.280,51.7,10.6,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091483.535,51.6,10.7,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091483.789,51.6,10.7,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091484.042,51.6,10.8,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091484.292,51.6,10.8,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091484.547,51.6,10.9,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091484.802,51.6,11.0,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091485.057,51.5,11.0,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091485.306,51.5,11.1,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091485.561,51.5,11.2,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091485.819,51.5,11.2,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091486.074,51.5,11.3,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091486.324,51.5,11.4,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091486.580,51.5,11.4,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091486.834,51.4,11.5,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091487.087,51.4,11.6,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091487.337,51.4,11.6,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091487.593,51.4,11.7,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091487.847,51.4,11.8,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091488.103,51.4,11.9,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091488.354,51.4,11.9,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091488.609,51.4,12.0,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091488.864,51.3,12.1,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091489.119,51.3,12.2,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091489.371,51.3,12.2,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091489.626,51.3,12.3,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091489.879,51.3,12.4,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091490.134,51.3,12.5,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091490.387,51.3,12.6,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091490.642,51.3,12.6,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091490.898,51.3,12.7,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091491.152,51.2,12.8,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091491.406,51.2,12.9,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091491.660,51.2,12.9,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091491.915,51.2,13.0,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091492.169,51.2,13.1,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091492.422,51.2,13.2,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091492.675,51.2,13.3,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091492.929,51.2,13.3,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091493.183,51.2,13.4,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091493.435,51.1,13.5,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091493.688,51.1,13.5,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091493.942,51.1,13.6,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091494.196,51.1,13.7,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091494.449,51.1,13.8,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091494.703,51.1,13.8,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091494.958,51.1,13.9,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091495.212,51.1,14.0,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091495.463,51.0,14.0,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091495.715,51.0,14.1,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091495.973,51.0,14.2,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091496.226,51.0,14.2,42.2,independent
TEST-14-DOUBLE-DENIAL,1775091496.478,51.0,14.3,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091496.732,51.0,14.4,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091496.987,51.0,14.4,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091497.240,50.9,14.5,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091497.493,50.9,14.6,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091497.747,50.9,14.6,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091498.000,50.9,14.7,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091498.255,50.9,14.8,42.3,independent
TEST-14-DOUBLE-DENIAL,1775091498.508,50.9,14.8,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091498.760,50.9,14.9,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091499.014,50.8,15.0,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091499.265,50.8,15.1,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091499.520,50.8,15.1,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091499.775,50.8,15.2,42.4,independent
TEST-14-DOUBLE-DENIAL,1775091500.030,50.8,15.3,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091500.280,50.8,15.3,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091500.537,50.8,15.4,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091500.791,50.8,15.5,42.5,independent
TEST-14-DOUBLE-DENIAL,1775091501.044,50.8,15.5,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091501.295,50.8,15.6,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091501.550,50.7,15.7,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091501.805,50.7,15.8,42.6,independent
TEST-14-DOUBLE-DENIAL,1775091502.059,50.7,15.8,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091502.309,50.7,15.9,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091502.565,50.7,16.0,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091502.821,50.7,16.1,42.7,independent
TEST-14-DOUBLE-DENIAL,1775091503.076,50.7,16.1,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091503.329,50.7,16.2,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091503.582,50.7,16.3,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091503.836,50.7,16.4,42.8,independent
TEST-14-DOUBLE-DENIAL,1775091504.089,50.7,16.4,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091504.338,50.6,16.5,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091504.595,50.6,16.6,42.9,independent
TEST-14-DOUBLE-DENIAL,1775091504.847,50.6,16.7,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091505.102,50.6,16.7,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091505.354,50.6,16.8,43.0,independent
TEST-14-DOUBLE-DENIAL,1775091505.609,50.6,16.9,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091505.863,50.6,17.0,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091506.121,50.6,17.1,43.1,independent
TEST-14-DOUBLE-DENIAL,1775091506.371,50.6,17.2,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091506.627,50.6,17.2,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091506.882,50.5,17.3,43.2,independent
TEST-14-DOUBLE-DENIAL,1775091507.137,50.5,17.4,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091507.390,50.5,17.5,43.3,independent
TEST-14-DOUBLE-DENIAL,1775091507.644,50.5,17.6,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091507.898,50.5,17.7,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091508.152,50.5,17.8,43.4,independent
TEST-14-DOUBLE-DENIAL,1775091508.405,50.5,17.9,43.5,independent
TEST-14-DOUBLE-DENIAL,1775091508.659,50.5,17.9,43.5,independent
TEST-14-DOUBLE-DENIAL,1775091508.912,50.5,18.0,43.6,independent
TEST-14-DOUBLE-DENIAL,1775091509.166,50.5,18.1,43.6,independent
TEST-14-DOUBLE-DENIAL,1775091509.421,50.4,18.2,43.7,independent
TEST-14-DOUBLE-DENIAL,1775091509.674,50.4,18.3,43.7,independent
TEST-14-DOUBLE-DENIAL,1775091509.927,50.4,18.4,43.8,independent
TEST-14-DOUBLE-DENIAL,1775091510.181,50.4,18.5,43.8,independent
TEST-14-DOUBLE-DENIAL,1775091510.434,50.4,18.6,43.9,independent
TEST-14-DOUBLE-DENIAL,1775091510.687,50.4,18.7,43.9,independent
TEST-14-DOUBLE-DENIAL,1775091510.940,50.4,18.8,44.0,independent
TEST-14-DOUBLE-DENIAL,1775091511.198,50.4,18.9,44.0,independent
TEST-14-DOUBLE-DENIAL,1775091511.453,50.4,19.0,44.1,independent
TEST-14-DOUBLE-DENIAL,1775091511.706,50.4,19.1,44.1,independent
TEST-14-DOUBLE-DENIAL,1775091511.960,50.4,19.2,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091512.214,50.3,19.3,44.2,independent
TEST-14-DOUBLE-DENIAL,1775091512.467,50.3,19.3,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091512.721,50.3,19.4,44.3,independent
TEST-14-DOUBLE-DENIAL,1775091512.976,50.3,19.5,44.4,independent
TEST-14-DOUBLE-DENIAL,1775091513.229,50.3,19.6,44.5,independent
TEST-14-DOUBLE-DENIAL,1775091513.483,50.3,19.7,44.5,independent
TEST-14-DOUBLE-DENIAL,1775091513.736,50.3,19.8,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091513.990,50.3,19.9,44.6,independent
TEST-14-DOUBLE-DENIAL,1775091514.245,50.3,19.9,44.7,independent
TEST-14-DOUBLE-DENIAL,1775091514.499,50.3,20.0,44.8,independent
TEST-14-DOUBLE-DENIAL,1775091514.752,50.3,20.1,44.8,independent
TEST-14-DOUBLE-DENIAL,1775091515.006,50.2,20.2,44.9,independent
TEST-14-DOUBLE-DENIAL,1775091515.260,50.2,20.3,45.0,independent
TEST-14-DOUBLE-DENIAL,1775091515.514,50.2,20.4,45.0,independent
TEST-14-DOUBLE-DENIAL,1775091515.767,50.2,20.4,45.1,independent
TEST-14-DOUBLE-DENIAL,1775091516.020,50.2,20.5,45.2,independent
TEST-14-DOUBLE-DENIAL,1775091516.277,50.2,20.6,45.2,independent
TEST-14-DOUBLE-DENIAL,1775091516.532,50.2,20.7,45.3,independent
TEST-14-DOUBLE-DENIAL,1775091516.785,50.2,20.8,45.4,independent
TEST-14-DOUBLE-DENIAL,1775091517.039,50.2,20.9,45.4,independent
TEST-14-DOUBLE-DENIAL,1775091517.290,50.2,21.0,45.5,independent
TEST-14-DOUBLE-DENIAL,1775091517.546,50.2,21.0,45.6,independent
TEST-14-DOUBLE-DENIAL,1775091517.799,50.2,21.1,45.7,independent
TEST-14-DOUBLE-DENIAL,1775091518.054,50.2,21.2,45.7,independent
TEST-14-DOUBLE-DENIAL,1775091518.303,50.2,21.3,45.8,independent
TEST-14-DOUBLE-DENIAL,1775091518.559,50.2,21.4,45.9,independent
TEST-14-DOUBLE-DENIAL,1775091518.813,50.2,21.5,46.0,independent
TEST-14-DOUBLE-DENIAL,1775091519.068,50.2,21.6,46.0,independent
TEST-14-DOUBLE-DENIAL,1775091519.318,50.1,21.7,46.1,independent
TEST-14-DOUBLE-DENIAL,1775091519.574,50.1,21.7,46.2,independent
TEST-14-DOUBLE-DENIAL,1775091519.828,50.1,21.8,46.3,independent
TEST-14-DOUBLE-DENIAL,1775091520.081,50.1,21.9,46.4,independent
TEST-14-DOUBLE-DENIAL,1775091520.331,50.1,22.0,46.4,independent
TEST-14-DOUBLE-DENIAL,1775091520.587,50.1,22.1,46.5,independent
TEST-14-DOUBLE-DENIAL,1775091520.840,50.1,22.2,46.6,independent
TEST-14-DOUBLE-DENIAL,1775091521.094,50.1,22.3,46.7,independent
TEST-14-DOUBLE-DENIAL,1775091521.346,50.1,22.4,46.8,independent
TEST-14-DOUBLE-DENIAL,1775091521.602,50.1,22.5,46.9,independent
TEST-14-DOUBLE-DENIAL,1775091521.856,50.1,22.5,46.9,independent
TEST-14-DOUBLE-DENIAL,1775091522.108,50.1,22.6,47.0,independent
TEST-14-DOUBLE-DENIAL,1775091522.360,50.1,22.7,47.1,independent
TEST-14-DOUBLE-DENIAL,1775091522.613,50.1,22.8,47.2,independent
TEST-14-DOUBLE-DENIAL,1775091522.867,50.1,22.9,47.3,independent
TEST-14-DOUBLE-DENIAL,1775091523.120,50.1,23.0,47.4,independent
TEST-14-DOUBLE-DENIAL,1775091523.370,50.1,23.1,47.4,independent
TEST-14-DOUBLE-DENIAL,1775091523.625,50.1,23.1,47.5,independent
TEST-14-DOUBLE-DENIAL,1775091523.879,50.1,23.2,47.6,independent
TEST-14-DOUBLE-DENIAL,1775091524.133,50.1,23.3,47.7,independent
TEST-14-DOUBLE-DENIAL,1775091524.387,50.1,23.4,47.8,independent
TEST-14-DOUBLE-DENIAL,1775091524.642,50.2,23.5,47.9,independent
TEST-14-DOUBLE-DENIAL,1775091524.896,50.2,23.5,48.0,independent
TEST-14-DOUBLE-DENIAL,1775091525.149,50.2,23.6,48.1,independent
TEST-14-DOUBLE-DENIAL,1775091525.398,50.2,23.7,48.2,independent
TEST-14-DOUBLE-DENIAL,1775091525.655,50.2,23.8,48.2,independent
TEST-14-DOUBLE-DENIAL,1775091525.909,50.2,23.9,48.3,independent
TEST-14-DOUBLE-DENIAL,1775091526.163,50.2,24.0,48.4,independent
TEST-14-DOUBLE-DENIAL,1775091526.415,50.2,24.1,48.5,independent
TEST-14-DOUBLE-DENIAL,1775091526.672,50.2,24.1,48.6,independent
TEST-14-DOUBLE-DENIAL,1775091526.925,50.2,24.2,48.7,independent
TEST-14-DOUBLE-DENIAL,1775091527.180,50.2,24.3,48.8,independent
TEST-14-DOUBLE-DENIAL,1775091527.432,50.2,24.4,48.9,independent
TEST-14-DOUBLE-DENIAL,1775091527.687,50.2,24.5,49.0,independent
TEST-14-DOUBLE-DENIAL,1775091527.940,50.2,24.6,49.1,independent
TEST-14-DOUBLE-DENIAL,1775091528.195,50.2,24.7,49.2,independent
TEST-14-DOUBLE-DENIAL,1775091528.447,50.2,24.7,49.3,independent
TEST-14-DOUBLE-DENIAL,1775091528.702,50.3,24.8,49.4,independent
TEST-14-DOUBLE-DENIAL,1775091528.956,50.3,24.9,49.4,independent
TEST-14-DOUBLE-DENIAL,1775091529.210,50.3,25.0,49.5,independent
TEST-14-DOUBLE-DENIAL,1775091529.463,50.3,25.1,49.6,independent
TEST-14-DOUBLE-DENIAL,1775091529.718,50.3,25.2,49.7,independent
TEST-14-DOUBLE-DENIAL,1775091529.973,50.3,25.3,49.8,independent
TEST-14-DOUBLE-DENIAL,1775091530.226,50.3,25.4,49.9,independent
TEST-14-DOUBLE-DENIAL,1775091530.479,50.3,25.5,50.0,independent
TEST-14-DOUBLE-DENIAL,1775091530.733,50.3,25.6,50.1,independent
TEST-14-DOUBLE-DENIAL,1775091530.987,50.3,25.6,50.2,independent
TEST-14-DOUBLE-DENIAL,1775091531.241,50.4,25.7,50.3,independent
TEST-14-DOUBLE-DENIAL,1775091531.497,50.4,25.8,50.4,independent
TEST-14-DOUBLE-DENIAL,1775091531.750,50.4,25.9,50.5,independent
TEST-14-DOUBLE-DENIAL,1775091532.004,50.4,26.0,50.6,independent
TEST-14-DOUBLE-DENIAL,1775091532.259,50.4,26.1,50.7,independent
TEST-14-DOUBLE-DENIAL,1775091532.513,50.4,26.2,50.8,independent
TEST-14-DOUBLE-DENIAL,1775091532.767,50.4,26.3,50.9,independent
TEST-14-DOUBLE-DENIAL,1775091533.021,50.4,26.4,51.1,independent
TEST-14-DOUBLE-DENIAL,1775091533.276,50.4,26.5,51.2,independent
TEST-14-DOUBLE-DENIAL,1775091533.530,50.5,26.6,51.3,independent
TEST-14-DOUBLE-DENIAL,1775091533.785,50.5,26.7,51.4,independent
TEST-14-DOUBLE-DENIAL,1775091534.037,50.5,26.8,51.5,independent
TEST-14-DOUBLE-DENIAL,1775091534.291,50.5,26.9,51.6,independent
TEST-14-DOUBLE-DENIAL,1775091534.545,50.5,27.0,51.7,independent
TEST-14-DOUBLE-DENIAL,1775091534.799,50.5,27.1,51.8,independent
TEST-14-DOUBLE-DENIAL,1775091535.054,50.5,27.2,51.9,independent
TEST-14-DOUBLE-DENIAL,1775091535.307,50.5,27.4,52.0,independent
TEST-14-DOUBLE-DENIAL,1775091535.562,50.5,27.5,52.2,independent
TEST-14-DOUBLE-DENIAL,1775091535.816,50.6,27.6,52.3,independent
TEST-14-DOUBLE-DENIAL,1775091536.070,50.6,27.7,52.4,independent
TEST-14-DOUBLE-DENIAL,1775091536.322,50.6,27.8,52.5,independent
