second,mission,formation,gps_mode,comms_mode,kill_chain,threat_level,num_contacts,alpha_status,alpha_x,alpha_y,alpha_speed,bravo_status,bravo_x,bravo_y,bravo_speed,charlie_status,charlie_x,charlie_y,charlie_speed,eagle1_status,eagle1_x,eagle1_y,eagle1_speed,eagle1_pattern,eagle1_altitude
704,aerial_recon,independent,full,full,,none,0,executing,2153.8,988.5,3.49,executing,2151.2,1264.8,4.00,executing,2076.3,1282.3,4.45,executing,1768.2,910.3,15.00,sweep,150
705,aerial_recon,independent,full,full,,none,0,executing,2157.6,981.6,3.44,executing,2146.9,1253.6,4.00,executing,2063.0,1282.3,4.45,executing,1723.5,915.6,15.00,sweep,150
706,aerial_recon,independent,full,full,,none,0,executing,2159.5,973.0,3.41,executing,2138.4,1243.5,4.02,executing,2049.3,1278.4,4.47,executing,1678.8,920.8,15.00,sweep,150
707,aerial_recon,independent,full,full,,none,0,executing,2158.8,963.3,3.40,executing,2126.4,1235.9,4.06,executing,2036.2,1271.5,4.50,executing,1634.1,926.0,15.00,sweep,150
708,aerial_recon,independent,full,full,,none,0,executing,2154.6,953.4,3.41,executing,2112.5,1230.9,4.12,executing,2024.4,1262.9,4.52,executing,1589.4,931.2,15.00,sweep,150
709,aerial_recon,independent,full,full,,none,0,executing,2146.4,944.8,3.45,executing,2098.2,1228.1,4.16,executing,2013.4,1253.8,4.53,executing,1544.7,936.4,15.00,sweep,150
710,aerial_recon,independent,full,full,,none,0,executing,2134.6,939.3,3.50,executing,2084.0,1226.3,4.19,executing,2002.4,1244.6,4.55,executing,1500.0,941.6,15.00,sweep,150
711,aerial_recon,independent,full,full,,none,0,executing,2120.5,937.8,3.57,executing,2069.9,1224.8,4.23,executing,1991.0,1235.8,4.56,executing,1455.3,946.9,15.00,sweep,150
712,aerial_recon,independent,full,full,,none,0,executing,2105.8,939.9,3.65,executing,2055.7,1222.6,4.26,executing,1979.0,1227.7,4.58,executing,1410.7,952.1,15.00,sweep,150
713,aerial_recon,independent,full,full,,none,0,executing,2092.1,944.2,3.72,executing,2041.6,1219.4,4.29,executing,1966.2,1220.2,4.60,executing,1366.0,957.3,15.00,sweep,150
714,aerial_recon,independent,full,full,,none,0,executing,2079.2,949.7,3.78,executing,2027.4,1215.1,4.33,executing,1953.0,1213.2,4.62,executing,1321.3,962.5,15.00,sweep,150
715,aerial_recon,independent,full,full,,none,0,executing,2066.6,955.6,3.83,executing,2013.4,1210.1,4.37,executing,1939.6,1206.7,4.64,executing,1276.6,967.7,15.00,sweep,150
716,aerial_recon,independent,full,full,,none,0,executing,2053.7,961.0,3.87,executing,1999.5,1204.5,4.40,executing,1926.0,1200.3,4.66,executing,1231.9,972.9,15.00,sweep,150
717,aerial_recon,independent,full,full,,none,0,executing,2040.2,965.5,3.92,executing,1985.7,1198.8,4.44,executing,1912.4,1194.1,4.68,executing,1187.2,978.2,15.00,sweep,150
718,aerial_recon,independent,full,full,,none,0,executing,2026.1,968.8,3.98,executing,1972.0,1193.0,4.47,executing,1898.8,1187.8,4.70,executing,1142.5,983.4,15.00,sweep,150
719,aerial_recon,independent,full,full,,none,0,executing,2011.5,970.8,4.03,executing,1958.2,1187.3,4.50,executing,1885.2,1181.5,4.72,executing,1097.8,988.6,15.00,sweep,150
720,aerial_recon,independent,full,full,,none,0,executing,1996.5,972.0,4.09,executing,1944.3,1181.7,4.53,executing,1871.7,1175.0,4.73,executing,1053.1,993.8,15.00,sweep,150
721,aerial_recon,independent,full,full,,none,0,executing,1981.6,972.6,4.14,executing,1930.4,1176.1,4.55,executing,1858.2,1168.6,4.75,executing,1008.4,999.0,15.00,sweep,150
722,aerial_recon,independent,full,full,,none,0,executing,1970.4,972.9,4.18,executing,1920.0,1172.0,4.57,executing,1848.1,1163.7,4.76,executing,1000.9,1022.4,15.00,sweep,150
723,aerial_recon,independent,full,full,,none,0,executing,1955.6,973.2,4.22,executing,1906.1,1166.4,4.60,executing,1834.7,1157.1,4.77,executing,1000.9,1067.4,15.00,sweep,150
724,aerial_recon,independent,full,full,,none,0,executing,1940.7,973.6,4.27,executing,1892.2,1160.9,4.62,executing,1821.3,1150.5,4.78,executing,1000.8,1112.4,15.00,sweep,150
725,aerial_recon,independent,full,full,,none,0,executing,1925.8,974.2,4.31,executing,1878.3,1155.3,4.64,executing,1807.8,1143.9,4.80,executing,1000.8,1157.4,15.00,sweep,150
726,aerial_recon,independent,full,full,,none,0,executing,1910.8,974.9,4.35,executing,1864.4,1149.7,4.66,executing,1794.4,1137.4,4.81,executing,1000.7,1202.4,15.00,sweep,150
727,aerial_recon,independent,full,full,,none,0,executing,1895.9,975.7,4.39,executing,1850.5,1144.0,4.68,executing,1781.0,1130.8,4.82,executing,1000.7,1247.4,15.00,sweep,150
728,aerial_recon,independent,full,full,,none,0,executing,1880.9,976.7,4.42,executing,1836.6,1138.4,4.70,executing,1767.5,1124.3,4.83,executing,1000.7,1292.4,15.00,sweep,150
729,aerial_recon,independent,full,full,,none,0,executing,1865.9,977.7,4.45,executing,1822.7,1132.7,4.72,executing,1754.1,1117.8,4.84,executing,1000.6,1337.4,15.00,sweep,150
730,aerial_recon,independent,full,full,,none,0,executing,1851.0,978.6,4.49,executing,1808.8,1127.0,4.73,executing,1740.6,1111.3,4.84,executing,1000.6,1382.4,15.00,sweep,150
731,aerial_recon,independent,full,full,,none,0,executing,1836.0,979.6,4.52,executing,1795.0,1121.3,4.75,executing,1727.1,1104.9,4.85,executing,1000.5,1427.4,15.00,sweep,150
732,aerial_recon,independent,full,full,,none,0,executing,1821.1,980.6,4.54,executing,1781.1,1115.7,4.76,executing,1713.7,1098.4,4.86,executing,1000.5,1472.4,15.00,sweep,150
733,aerial_recon,independent,full,full,,none,0,executing,1806.1,981.5,4.57,executing,1767.2,1110.0,4.78,executing,1700.2,1091.9,4.87,executing,1000.5,1517.4,15.00,sweep,150
734,aerial_recon,independent,full,full,,none,0,executing,1791.1,982.4,4.60,executing,1753.3,1104.3,4.79,executing,1686.7,1085.4,4.87,executing,1000.4,1562.4,15.00,sweep,150
735,aerial_recon,independent,full,full,,none,0,executing,1776.2,983.3,4.62,executing,1739.5,1098.6,4.80,executing,1673.2,1079.0,4.88,executing,1000.4,1607.4,15.00,sweep,150
736,aerial_recon,independent,full,full,,none,0,executing,1761.2,984.2,4.64,executing,1725.6,1093.0,4.81,executing,1659.7,1072.6,4.89,executing,1000.3,1652.4,15.00,sweep,150
737,aerial_recon,independent,full,full,,none,0,executing,1746.2,985.1,4.66,executing,1711.7,1087.3,4.82,executing,1646.2,1066.2,4.89,executing,1000.3,1697.4,15.00,sweep,150
738,aerial_recon,independent,full,full,,none,0,executing,1731.3,986.0,4.68,executing,1697.8,1081.7,4.83,executing,1632.7,1059.8,4.90,executing,1000.2,1742.4,15.00,sweep,150
739,aerial_recon,independent,full,full,,none,0,executing,1716.3,986.9,4.70,executing,1684.0,1076.0,4.84,executing,1619.2,1053.4,4.90,executing,1000.2,1787.4,15.00,sweep,150
740,aerial_recon,independent,full,full,,none,0,executing,1705.0,987.6,4.71,executing,1673.5,1071.8,4.85,executing,1609.0,1048.7,4.91,executing,1000.2,1821.1,15.00,sweep,150
741,aerial_recon,independent,full,full,,none,0,executing,1690.1,988.5,4.73,executing,1659.7,1066.1,4.86,executing,1595.5,1042.4,4.91,executing,1000.1,1866.1,15.00,sweep,150
742,aerial_recon,independent,full,full,,none,0,executing,1675.1,989.4,4.75,executing,1645.8,1060.5,4.87,executing,1582.0,1036.1,4.91,executing,1000.1,1911.1,15.00,sweep,150
743,aerial_recon,independent,full,full,,none,0,executing,1660.1,990.3,4.76,executing,1631.9,1054.8,4.87,executing,1568.4,1029.8,4.92,executing,1000.0,1956.1,15.00,sweep,150
744,aerial_recon,independent,full,full,,none,0,executing,1645.2,991.2,4.77,executing,1618.1,1049.2,4.88,executing,1554.8,1023.6,4.92,executing,1000.0,2000.0,15.00,sweep,150
745,aerial_recon,independent,full,full,,none,0,executing,1630.2,992.2,4.79,executing,1604.2,1043.5,4.89,idle,1545.8,1019.5,4.83,executing,1041.2,2000.0,15.00,sweep,150
746,aerial_recon,independent,full,full,,none,0,executing,1615.2,993.1,4.80,executing,1590.3,1037.9,4.89,idle,1545.8,1019.5,4.54,executing,1086.2,2000.0,15.00,sweep,150
747,aerial_recon,independent,full,full,,none,0,executing,1600.3,994.0,4.81,executing,1576.5,1032.2,4.90,idle,1545.8,1019.5,4.28,executing,1100.0,1973.8,15.00,sweep,150
748,aerial_recon,independent,full,full,,none,0,executing,1585.3,994.9,4.82,executing,1562.6,1026.5,4.90,idle,1545.8,1019.5,4.03,executing,1100.0,1928.8,15.00,sweep,150
749,aerial_recon,independent,full,full,,none,0,executing,1570.3,995.8,4.83,executing,1548.8,1020.8,4.91,idle,1545.8,1019.5,3.79,executing,1100.0,1883.8,15.00,sweep,150
750,aerial_recon,independent,full,full,,none,0,executing,1555.3,996.7,4.84,idle,1545.3,1019.3,4.69,idle,1545.8,1019.5,3.57,executing,1100.0,1838.8,15.00,sweep,150
751,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,4.68,idle,1545.3,1019.3,4.42,idle,1545.8,1019.5,3.36,executing,1100.0,1793.8,15.00,sweep,150
752,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,4.41,idle,1545.3,1019.3,4.16,idle,1545.8,1019.5,3.17,executing,1100.0,1748.8,15.00,sweep,150
753,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,4.15,idle,1545.3,1019.3,3.92,idle,1545.8,1019.5,2.98,executing,1100.0,1703.8,15.00,sweep,150
754,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,3.91,idle,1545.3,1019.3,3.69,idle,1545.8,1019.5,2.81,executing,1100.0,1658.8,15.00,sweep,150
755,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,3.68,idle,1545.3,1019.3,3.47,idle,1545.8,1019.5,2.64,executing,1100.0,1613.8,15.00,sweep,150
756,aerial_recon,independent,full,full,,none,0,idle,1549.1,997.1,3.46,idle,1545.3,1019.3,3.27,idle,1545.8,1019.5,2.49,executing,1100.0,1568.8,15.00,sweep,150
757,aerial_recon,independent,degraded,full,,none,0,idle,1584.9,1035.0,3.26,idle,1634.4,994.2,3.08,idle,1512.0,992.3,2.34,executing,1147.7,1553.2,15.00,sweep,150
758,aerial_recon,independent,degraded,full,,none,0,idle,1542.3,964.9,3.07,idle,1595.7,940.6,2.90,idle,1585.6,1070.9,2.21,executing,1083.2,1422.6,15.00,sweep,150
759,aerial_recon,independent,degraded,full,,none,0,idle,1566.5,872.6,2.89,idle,1470.6,994.7,2.73,idle,1465.0,1011.2,2.08,executing,1202.5,1473.7,15.00,sweep,150
760,aerial_recon,independent,degraded,full,,none,0,idle,1528.1,1011.6,2.76,idle,1587.1,971.5,2.61,idle,1622.2,948.8,1.99,executing,1094.7,1392.9,15.00,sweep,150
761,aerial_recon,independent,degraded,full,,none,0,idle,1647.0,993.4,2.60,idle,1510.1,1008.0,2.46,idle,1498.7,990.1,1.87,executing,1091.2,1352.6,15.00,sweep,150
762,aerial_recon,independent,degraded,full,,none,0,idle,1552.1,898.1,2.45,idle,1557.5,1082.6,2.32,idle,1504.1,1057.6,1.76,executing,1110.6,1396.1,15.00,sweep,150
763,aerial_recon,independent,degraded,full,,none,0,idle,1537.2,1076.4,2.31,idle,1541.0,1073.4,2.18,idle,1562.6,991.9,1.66,executing,1118.7,1236.4,15.00,sweep,150
764,aerial_recon,independent,degraded,full,,none,0,idle,1461.7,1037.9,2.17,idle,1584.0,1012.7,2.05,idle,1474.2,1044.1,1.56,executing,1054.6,1135.2,15.00,sweep,150
765,aerial_recon,independent,degraded,full,,none,0,idle,1461.9,960.7,2.05,idle,1611.4,919.3,1.93,idle,1489.5,971.5,1.47,executing,1105.5,1153.7,15.00,sweep,150
766,aerial_recon,independent,degraded,full,,none,0,idle,1547.1,1046.2,1.93,idle,1585.7,1048.6,1.82,idle,1478.1,1031.6,1.39,executing,1146.1,1087.2,15.00,sweep,150
767,aerial_recon,independent,degraded,full,,none,0,idle,1538.9,988.1,1.81,idle,1614.9,1019.5,1.71,idle,1484.7,1056.8,1.30,executing,1072.9,1009.1,15.00,sweep,150
768,aerial_recon,independent,degraded,full,,none,0,idle,1534.1,971.8,1.71,idle,1571.3,1015.2,1.61,idle,1572.0,991.2,1.23,executing,1071.4,1015.6,15.00,sweep,150
769,aerial_recon,independent,degraded,full,,none,0,idle,1539.3,965.3,1.61,idle,1478.7,998.3,1.52,idle,1618.5,1027.4,1.16,executing,1157.4,1032.7,15.00,sweep,150
770,aerial_recon,independent,degraded,full,,none,0,idle,1513.2,1116.0,1.51,idle,1535.6,1029.2,1.43,idle,1509.7,1050.8,1.09,executing,1193.5,982.4,15.00,sweep,150
771,aerial_recon,independent,degraded,full,,none,0,idle,1616.8,968.8,1.43,idle,1470.5,1039.8,1.35,idle,1589.4,1023.2,1.03,executing,1161.7,1050.7,15.00,sweep,150
772,aerial_recon,independent,degraded,full,,none,0,idle,1591.8,963.4,1.34,idle,1530.4,927.5,1.27,idle,1536.3,1042.1,0.97,executing,1190.3,1027.7,15.00,sweep,150
773,aerial_recon,independent,degraded,full,,none,0,idle,1668.0,996.2,1.26,idle,1551.9,975.1,1.19,idle,1553.5,1111.4,0.91,executing,1218.6,1135.5,15.00,sweep,150
774,aerial_recon,independent,degraded,full,,none,0,idle,1518.1,986.5,1.19,idle,1602.7,1041.2,1.12,idle,1554.0,1073.6,0.86,executing,1236.2,1192.4,15.00,sweep,150
775,aerial_recon,independent,degraded,full,,none,0,idle,1600.5,1075.6,1.12,idle,1570.7,1094.0,1.06,idle,1569.1,1020.8,0.81,executing,1243.9,1137.9,15.00,sweep,150
776,aerial_recon,independent,degraded,full,,none,0,idle,1535.5,937.0,1.06,idle,1585.1,1004.7,1.00,idle,1492.4,1093.0,0.76,executing,1232.6,1261.7,15.00,sweep,150
777,aerial_recon,independent,degraded,full,,none,0,idle,1538.0,1022.2,0.99,idle,1468.8,1036.7,0.94,idle,1581.4,984.3,0.71,executing,1194.4,1297.2,15.00,sweep,150
778,aerial_recon,independent,degraded,full,,none,0,idle,1547.5,978.5,0.94,idle,1662.8,1071.9,0.88,idle,1603.2,999.4,0.67,executing,1185.2,1261.4,15.00,sweep,150
779,aerial_recon,independent,degraded,full,,none,0,idle,1582.6,997.0,0.88,idle,1543.1,1016.8,0.83,idle,1545.9,1050.2,0.63,executing,1148.8,1430.6,15.00,sweep,150
780,aerial_recon,independent,degraded,full,,none,0,idle,1525.2,980.0,0.83,idle,1603.2,1107.7,0.78,idle,1529.1,991.5,0.60,executing,1235.0,1334.6,15.00,sweep,150
781,aerial_recon,independent,degraded,full,,none,0,idle,1624.3,956.9,0.78,idle,1492.2,958.1,0.74,idle,1558.4,993.7,0.56,executing,1226.8,1473.8,15.00,sweep,150
782,aerial_recon,independent,degraded,full,,none,0,idle,1528.7,1053.8,0.74,idle,1488.0,1061.8,0.70,idle,1455.1,1070.0,0.53,executing,1117.6,1483.9,15.00,sweep,150
783,aerial_recon,independent,degraded,full,,none,0,idle,1587.5,1025.8,0.70,idle,1558.8,977.8,0.66,idle,1589.6,919.9,0.51,executing,1152.0,1516.8,15.00,sweep,150
784,aerial_recon,independent,degraded,full,,none,0,idle,1501.6,1039.1,0.66,idle,1574.0,885.6,0.63,idle,1530.0,1046.3,0.48,executing,1231.1,1583.9,15.00,sweep,150
785,aerial_recon,independent,degraded,full,,none,0,idle,1528.8,955.0,0.62,idle,1526.0,997.6,0.59,idle,1580.5,1121.0,0.45,executing,1180.2,1658.3,15.00,sweep,150
786,aerial_recon,independent,degraded,full,,none,0,idle,1531.7,958.6,0.59,idle,1531.1,991.8,0.55,idle,1612.8,1030.0,0.42,executing,1152.3,1629.7,15.00,sweep,150
787,aerial_recon,independent,degraded,full,,none,0,idle,1617.4,989.9,0.55,idle,1589.7,994.3,0.52,idle,1588.5,1012.2,0.40,executing,1209.8,1726.2,15.00,sweep,150
788,,independent,full,full,,none,0,returning,1538.1,1001.4,0.75,returning,1532.1,1015.4,0.76,returning,1545.4,1007.2,0.61,returning,1178.1,1654.4,15.00,,150
789,,independent,full,full,,none,0,returning,1526.8,1005.3,0.94,returning,1519.0,1010.9,0.99,returning,1544.9,995.0,0.82,returning,1156.2,1615.1,15.00,,150
790,,independent,full,full,,none,0,returning,1515.0,1008.3,1.12,returning,1506.0,1005.0,1.21,returning,1543.6,982.6,1.01,returning,1134.3,1575.8,15.00,,150
791,,independent,full,full,,none,0,returning,1502.5,1009.7,1.30,returning,1493.5,997.7,1.42,returning,1540.8,970.1,1.20,returning,1112.4,1536.5,15.00,,150
792,,independent,full,full,,none,0,returning,1489.4,1008.7,1.48,returning,1481.4,989.1,1.62,returning,1536.0,957.7,1.39,returning,1090.4,1497.2,15.00,,150
793,,independent,full,full,,none,0,returning,1476.1,1004.9,1.67,returning,1469.7,979.7,1.82,returning,1528.8,945.9,1.58,returning,1068.5,1457.9,15.00,,150
794,,independent,full,full,,none,0,returning,1463.1,998.4,1.85,returning,1458.4,970.1,2.00,returning,1519.2,935.2,1.77,returning,1046.6,1418.6,15.00,,150
795,,independent,full,full,,none,0,returning,1450.9,989.9,2.03,returning,1447.2,960.4,2.18,returning,1508.0,925.4,1.95,returning,1024.7,1379.3,15.00,,150
796,,independent,full,full,,none,0,returning,1439.5,980.5,2.20,returning,1435.9,950.7,2.34,returning,1496.0,916.5,2.13,returning,1002.8,1340.0,15.00,,150
797,,independent,full,full,,none,0,returning,1428.4,970.9,2.36,returning,1424.4,941.2,2.49,returning,1483.9,908.1,2.29,returning,980.9,1300.7,15.00,,150
798,,independent,full,full,,none,0,returning,1417.2,961.4,2.51,returning,1412.8,931.9,2.64,returning,1471.8,899.6,2.45,returning,959.0,1261.4,15.00,,150
799,,independent,full,full,,none,0,returning,1405.7,952.1,2.65,returning,1401.0,922.6,2.77,returning,1459.9,890.8,2.59,returning,937.1,1222.1,15.00,,150
800,,independent,full,full,,none,0,returning,1393.8,943.1,2.78,returning,1389.1,913.5,2.90,returning,1448.1,881.6,2.73,returning,915.1,1182.8,15.00,,150
801,,independent,full,full,,none,0,returning,1381.7,934.4,2.91,returning,1377.2,904.4,3.03,returning,1436.5,872.1,2.86,returning,893.2,1143.5,15.00,,150
802,,independent,full,full,,none,0,returning,1372.4,928.0,3.00,returning,1368.3,897.6,3.11,returning,1427.9,864.9,2.96,returning,876.8,1114.0,15.00,,150
803,,independent,full,full,,none,0,returning,1360.1,919.6,3.12,returning,1356.4,888.5,3.22,returning,1416.6,855.2,3.07,returning,854.9,1074.7,15.00,,150
804,,independent,full,full,,none,0,returning,1347.6,911.3,3.23,returning,1344.5,879.4,3.33,returning,1405.3,845.5,3.18,returning,833.0,1035.4,15.00,,150
805,,independent,full,full,,none,0,returning,1335.3,903.0,3.33,returning,1332.6,870.2,3.42,returning,1394.1,835.7,3.29,returning,811.1,996.1,15.00,,150
806,,independent,full,full,,none,0,returning,1322.9,894.6,3.43,returning,1320.8,861.0,3.52,returning,1382.8,826.0,3.39,returning,789.1,956.8,15.00,,150
807,,independent,full,full,,none,0,returning,1310.5,886.2,3.52,returning,1308.9,851.8,3.60,returning,1371.5,816.2,3.48,returning,767.2,917.5,15.00,,150
808,,independent,full,full,,none,0,returning,1298.2,877.7,3.60,returning,1297.1,842.6,3.68,returning,1360.1,806.6,3.57,returning,745.3,878.2,15.00,,150
809,,independent,full,full,,none,0,returning,1285.8,869.2,3.68,returning,1285.2,833.4,3.76,returning,1348.8,796.9,3.65,returning,723.4,838.9,15.00,,150
810,,independent,full,full,,none,0,returning,1273.5,860.7,3.76,returning,1273.4,824.2,3.83,returning,1337.4,787.3,3.73,returning,701.5,799.6,15.00,,150
811,,independent,full,full,,none,0,returning,1261.2,852.1,3.83,returning,1261.6,815.0,3.90,returning,1325.9,777.6,3.80,returning,679.6,760.3,15.00,,150
812,,independent,full,full,,none,0,returning,1248.9,843.6,3.90,returning,1249.7,805.8,3.96,returning,1314.5,768.0,3.87,returning,657.7,721.0,15.00,,150
813,,independent,full,full,,none,0,returning,1236.5,835.1,3.96,returning,1237.8,796.7,4.02,returning,1303.1,758.3,3.93,returning,635.8,681.7,15.00,,150
814,,independent,full,full,,none,0,returning,1224.2,826.6,4.02,returning,1226.0,787.5,4.08,returning,1291.7,748.7,3.99,returning,613.9,642.3,15.00,,150
815,,independent,full,full,,none,0,returning,1211.8,818.2,4.08,returning,1214.1,778.3,4.14,returning,1280.3,739.0,4.05,returning,591.9,603.0,15.00,,150
816,,independent,full,full,,none,0,returning,1199.5,809.8,4.13,returning,1202.2,769.2,4.19,returning,1269.0,729.4,4.11,returning,570.0,563.7,15.00,,150
817,,independent,full,full,,none,0,returning,1187.1,801.4,4.18,returning,1190.3,760.0,4.23,returning,1257.6,719.7,4.16,returning,548.1,524.4,15.00,,150
818,,independent,full,full,,none,0,returning,1174.7,792.9,4.23,returning,1178.5,750.9,4.28,returning,1246.2,710.0,4.20,returning,526.2,485.1,15.00,,150
819,,independent,full,full,,none,0,returning,1162.3,784.5,4.27,returning,1166.6,741.7,4.32,returning,1234.8,700.3,4.25,returning,504.3,445.8,15.00,,150
820,,independent,full,full,,none,0,returning,1153.1,778.2,4.31,returning,1157.7,734.9,4.35,returning,1226.3,693.1,4.28,returning,487.9,416.3,15.00,,150
821,,independent,full,full,,none,0,returning,1140.7,769.8,4.35,returning,1145.8,725.7,4.39,returning,1214.9,683.4,4.32,returning,465.9,377.0,15.00,,150
822,,independent,full,full,,none,0,returning,1128.3,761.4,4.38,returning,1133.9,716.6,4.42,returning,1203.6,673.8,4.36,returning,444.0,337.7,15.00,,150
823,,independent,full,full,,none,0,returning,1115.9,752.9,4.42,returning,1122.0,707.4,4.46,returning,1192.2,664.1,4.40,returning,422.1,298.4,15.00,,150
824,,independent,full,full,,none,0,returning,1103.6,744.5,4.45,returning,1110.1,698.3,4.49,returning,1180.8,654.4,4.43,returning,400.2,259.1,15.00,,150
825,,independent,full,full,,none,0,returning,1091.2,736.0,4.48,returning,1098.3,689.1,4.52,returning,1169.4,644.8,4.46,returning,378.3,219.8,15.00,,150
826,,independent,full,full,,none,0,returning,1078.8,727.6,4.51,returning,1086.4,680.0,4.55,returning,1158.0,635.1,4.49,returning,356.4,180.5,15.00,,150
827,,independent,full,full,,none,0,returning,1066.5,719.1,4.54,returning,1074.5,670.8,4.57,returning,1146.6,625.4,4.52,returning,334.5,141.2,15.00,,150
828,,independent,full,full,,none,0,returning,1054.1,710.7,4.57,returning,1062.6,661.7,4.60,returning,1135.2,615.8,4.55,returning,312.6,101.9,15.00,,150
829,,independent,full,full,,none,0,returning,1041.7,702.3,4.59,returning,1050.7,652.5,4.62,returning,1123.8,606.1,4.57,returning,290.7,62.6,15.00,,150
830,,independent,full,full,,none,0,returning,1029.3,693.8,4.62,returning,1038.9,643.4,4.64,returning,1112.4,596.5,4.60,returning,268.7,23.3,15.00,,150
831,,independent,full,full,,none,0,returning,1017.0,685.4,4.64,returning,1027.0,634.2,4.66,returning,1101.0,586.8,4.62,returning,246.8,-16.0,15.00,,150
832,,independent,full,full,,none,0,returning,1004.6,677.0,4.66,returning,1015.1,625.1,4.68,returning,1089.6,577.2,4.64,returning,224.9,-55.3,15.00,,150
833,,independent,full,full,,none,0,returning,992.2,668.6,4.68,returning,1003.2,615.9,4.70,returning,1078.2,567.6,4.66,returning,203.0,-94.6,15.00,,150
834,,independent,full,full,,none,0,returning,979.8,660.2,4.70,returning,991.3,606.8,4.72,returning,1066.7,557.9,4.68,idle,200.0,-100.0,0.00,,150
835,,independent,full,full,,none,0,returning,967.4,651.7,4.71,returning,979.4,597.6,4.74,returning,1055.3,548.3,4.70,idle,200.0,-100.0,0.00,,150
836,,independent,full,full,,none,0,returning,955.0,643.3,4.73,returning,967.6,588.5,4.75,returning,1043.9,538.7,4.71,idle,200.0,-100.0,0.00,,150
837,,independent,full,full,,none,0,returning,942.7,634.9,4.75,returning,955.7,579.3,4.77,returning,1032.4,529.0,4.73,idle,200.0,-100.0,0.00,,150
838,,independent,full,full,,none,0,returning,933.4,628.6,4.76,returning,946.8,572.4,4.78,returning,1023.9,521.8,4.74,idle,200.0,-100.0,0.00,,150
839,,independent,full,full,,none,0,returning,921.0,620.2,4.77,returning,934.9,563.3,4.79,returning,1012.4,512.2,4.75,idle,200.0,-100.0,0.00,,150
840,,independent,full,full,,none,0,returning,908.6,611.7,4.78,returning,923.0,554.1,4.80,returning,1001.0,502.5,4.77,idle,200.0,-100.0,0.00,,150
841,,independent,full,full,,none,0,returning,896.2,603.3,4.80,returning,911.1,545.0,4.81,returning,989.6,492.9,4.78,idle,200.0,-100.0,0.00,,150
842,,independent,full,full,,none,0,returning,883.8,594.9,4.81,returning,899.3,535.8,4.82,returning,978.2,483.2,4.79,idle,200.0,-100.0,0.00,,150
843,,independent,full,full,,none,0,returning,871.4,586.5,4.82,returning,887.4,526.6,4.83,returning,966.8,473.5,4.80,idle,200.0,-100.0,0.00,,150
844,,independent,full,full,,none,0,returning,859.0,578.1,4.83,returning,875.5,517.5,4.84,returning,955.4,463.9,4.81,idle,200.0,-100.0,0.00,,150
845,,independent,full,full,,none,0,returning,846.6,569.7,4.84,returning,863.7,508.3,4.85,returning,944.0,454.2,4.82,idle,200.0,-100.0,0.00,,150
846,,independent,full,full,,none,0,returning,834.2,561.3,4.85,returning,851.8,499.2,4.86,returning,932.6,444.6,4.83,idle,200.0,-100.0,0.00,,150
847,,independent,full,full,,none,0,returning,821.8,552.9,4.86,returning,839.9,490.0,4.87,returning,921.2,434.9,4.84,idle,200.0,-100.0,0.00,,150
848,,independent,full,full,,none,0,returning,812.5,546.6,4.86,returning,831.0,483.1,4.87,returning,912.7,427.7,4.85,idle,200.0,-100.0,0.00,,150
849,,independent,full,full,,none,0,returning,800.1,538.2,4.87,returning,819.1,474.0,4.88,returning,901.3,418.0,4.85,idle,200.0,-100.0,0.00,,150
850,,independent,full,full,,none,0,returning,787.7,529.8,4.88,returning,807.2,464.8,4.89,returning,889.9,408.3,4.86,idle,200.0,-100.0,0.00,,150
851,,independent,full,full,,none,0,returning,775.3,521.4,4.88,returning,795.3,455.7,4.90,returning,878.4,398.7,4.87,idle,200.0,-100.0,0.00,,150
852,,independent,full,full,,none,0,returning,762.9,513.0,4.89,returning,783.5,446.5,4.90,returning,867.0,389.1,4.88,idle,200.0,-100.0,0.00,,150
853,,independent,full,full,,none,0,returning,750.5,504.6,4.90,returning,771.6,437.4,4.91,returning,855.6,379.4,4.88,idle,200.0,-100.0,0.00,,150
854,,independent,full,full,,none,0,returning,738.1,496.1,4.90,returning,759.7,428.2,4.91,returning,844.1,369.8,4.89,idle,200.0,-100.0,0.00,,150
855,,independent,full,full,,none,0,returning,725.7,487.7,4.91,returning,747.9,419.1,4.92,returning,832.7,360.2,4.89,idle,200.0,-100.0,0.00,,150
856,,independent,full,full,,none,0,returning,713.3,479.3,4.91,returning,736.0,409.9,4.92,returning,821.2,350.6,4.90,idle,200.0,-100.0,0.00,,150
857,,independent,full,full,,none,0,returning,700.9,470.8,4.92,returning,724.1,400.8,4.93,returning,809.7,341.0,4.90,idle,200.0,-100.0,0.00,,150
858,,independent,full,full,,none,0,returning,688.5,462.4,4.92,returning,712.2,391.6,4.93,returning,798.3,331.4,4.91,idle,200.0,-100.0,0.00,,150
859,,independent,full,full,,none,0,returning,679.2,456.1,4.93,returning,703.3,384.8,4.93,returning,789.7,324.2,4.91,idle,200.0,-100.0,0.00,,150
860,,independent,full,full,,none,0,returning,666.8,447.7,4.93,returning,691.4,375.6,4.94,returning,778.2,314.5,4.92,idle,200.0,-100.0,0.00,,150
