second,mission,formation,gps_mode,comms_mode,kill_chain,threat_level,num_contacts,alpha_status,alpha_x,alpha_y,alpha_speed,bravo_status,bravo_x,bravo_y,bravo_speed,charlie_status,charlie_x,charlie_y,charlie_speed,eagle1_status,eagle1_x,eagle1_y,eagle1_speed,eagle1_pattern,eagle1_altitude
0,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
1,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
2,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
3,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
4,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
5,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
6,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
7,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
8,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
9,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
10,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
11,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
12,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
13,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
14,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
15,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
16,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
17,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
18,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
19,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
20,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
21,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
22,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
23,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
24,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
25,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
26,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
27,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
28,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
29,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
30,,independent,full,full,,none,0,idle,0.0,0.0,0.00,idle,200.0,0.0,0.00,idle,400.0,0.0,0.00,idle,200.0,-100.0,0.00,,100
31,patrol,echelon,full,full,,none,0,executing,4.1,0.1,0.08,executing,204.0,0.0,0.08,executing,404.0,0.1,0.08,executing,1149.3,515.0,15.00,orbit,100
32,patrol,echelon,full,full,,none,0,executing,7.2,0.1,0.14,executing,207.1,0.0,0.14,executing,406.9,0.1,0.14,executing,1147.7,526.1,15.00,orbit,100
33,patrol,echelon,full,full,,none,0,executing,11.4,0.3,0.22,executing,211.1,0.1,0.22,executing,410.9,0.2,0.21,executing,1144.4,540.7,15.00,orbit,100
34,patrol,echelon,full,full,,none,0,executing,15.6,0.5,0.30,executing,215.2,0.3,0.29,executing,414.9,0.4,0.29,executing,1139.6,554.9,15.00,orbit,100
35,patrol,echelon,full,full,,none,0,executing,19.7,0.7,0.38,executing,219.3,0.5,0.37,executing,418.9,0.7,0.36,executing,1133.4,568.6,15.00,orbit,100
36,patrol,echelon,full,full,,none,0,executing,23.9,1.2,0.45,executing,223.4,0.8,0.44,executing,423.0,1.1,0.44,executing,1125.9,581.6,15.00,orbit,100
37,patrol,echelon,full,full,,none,0,executing,28.2,1.7,0.53,executing,227.5,1.3,0.52,executing,427.0,1.6,0.51,executing,1117.1,593.7,15.00,orbit,100
38,patrol,echelon,full,full,,none,0,executing,32.4,2.5,0.60,executing,231.7,2.0,0.59,executing,431.1,2.4,0.58,executing,1107.2,605.0,15.00,orbit,100
39,patrol,echelon,full,full,,none,0,executing,36.6,3.4,0.68,executing,235.9,2.9,0.66,executing,435.1,3.3,0.65,executing,1096.1,615.1,15.00,orbit,100
40,patrol,echelon,full,full,,none,0,executing,40.9,4.6,0.75,executing,240.0,4.0,0.74,executing,439.2,4.4,0.72,executing,1084.2,624.2,15.00,orbit,100
41,patrol,echelon,full,full,,none,0,executing,45.1,6.0,0.83,executing,244.2,5.3,0.81,executing,443.3,5.8,0.79,executing,1071.4,631.9,15.00,orbit,100
42,patrol,echelon,full,full,,none,0,executing,49.3,7.7,0.90,executing,248.3,6.9,0.88,executing,447.3,7.5,0.86,executing,1057.8,638.4,15.00,orbit,100
43,patrol,echelon,full,full,,none,0,executing,53.4,9.7,0.97,executing,252.4,8.8,0.95,executing,451.3,9.4,0.93,executing,1043.7,643.5,15.00,orbit,100
44,patrol,echelon,full,full,,none,0,executing,57.5,11.9,1.05,executing,256.4,11.1,1.02,executing,455.2,11.7,1.01,executing,1029.2,647.1,15.00,orbit,100
45,patrol,echelon,full,full,,none,0,executing,61.5,14.5,1.12,executing,260.3,13.6,1.10,executing,458.9,14.3,1.08,executing,1014.3,649.3,15.00,orbit,100
46,patrol,echelon,full,full,,none,0,executing,65.4,17.3,1.19,executing,264.1,16.4,1.17,executing,462.6,17.1,1.15,executing,999.4,650.0,15.00,orbit,100
47,patrol,echelon,full,full,,none,0,executing,69.1,20.3,1.26,executing,267.7,19.5,1.24,executing,466.1,20.3,1.22,executing,984.4,649.2,15.00,orbit,100
48,patrol,echelon,full,full,,none,0,executing,72.8,23.6,1.34,executing,271.2,22.8,1.31,executing,469.4,23.8,1.29,executing,969.6,646.9,15.00,orbit,100
49,patrol,echelon,full,full,,none,0,executing,76.3,27.0,1.41,executing,274.6,26.3,1.38,executing,472.6,27.4,1.36,executing,955.1,643.1,15.00,orbit,100
50,patrol,echelon,full,full,,none,0,executing,79.8,30.6,1.48,executing,277.9,30.0,1.45,executing,475.7,31.3,1.43,executing,941.0,637.9,15.00,orbit,100
51,patrol,echelon,full,full,,none,0,executing,83.1,34.3,1.55,executing,281.0,33.9,1.52,executing,478.5,35.3,1.50,executing,927.5,631.3,15.00,orbit,100
52,patrol,echelon,full,full,,none,0,executing,86.4,38.1,1.62,executing,284.0,37.9,1.59,executing,481.3,39.5,1.57,executing,914.8,623.4,15.00,orbit,100
53,patrol,echelon,full,full,,none,0,executing,89.5,41.9,1.68,executing,286.9,41.9,1.66,executing,483.9,43.7,1.64,executing,902.9,614.3,15.00,orbit,100
54,patrol,echelon,full,full,,none,0,executing,91.8,44.7,1.73,executing,289.0,44.9,1.71,executing,485.7,46.9,1.69,executing,894.6,606.7,15.00,orbit,100
55,patrol,echelon,full,full,,none,0,executing,94.9,48.6,1.79,executing,291.8,49.0,1.77,executing,488.1,51.2,1.75,executing,884.5,595.7,15.00,orbit,100
56,patrol,echelon,full,full,,none,0,executing,97.9,52.4,1.86,executing,294.5,53.1,1.83,executing,490.5,55.5,1.81,executing,875.5,583.7,15.00,orbit,100
57,patrol,echelon,full,full,,none,0,executing,100.9,56.3,1.92,executing,297.1,57.2,1.89,executing,492.8,59.8,1.87,executing,867.8,570.8,15.00,orbit,100
58,patrol,echelon,full,full,,none,0,executing,103.9,60.1,1.97,executing,299.8,61.3,1.95,executing,495.1,64.1,1.93,executing,861.4,557.2,15.00,orbit,100
59,patrol,echelon,full,full,,none,0,executing,107.0,64.0,2.03,executing,302.5,65.3,2.01,executing,497.4,68.4,1.99,executing,856.3,543.1,15.00,orbit,100
60,patrol,echelon,full,full,,none,0,executing,110.1,67.8,2.09,executing,305.2,69.4,2.07,executing,499.6,72.8,2.05,executing,852.7,528.6,15.00,orbit,100
61,patrol,echelon,full,full,,none,0,executing,113.2,71.6,2.15,executing,307.9,73.5,2.12,executing,502.0,77.1,2.11,executing,850.6,513.7,15.00,orbit,100
62,patrol,echelon,full,full,,none,0,executing,116.3,75.4,2.20,executing,310.7,77.6,2.18,executing,504.3,81.4,2.16,executing,850.0,498.7,15.00,orbit,100
63,patrol,echelon,full,full,,none,0,executing,119.5,79.2,2.26,executing,313.5,81.6,2.23,executing,506.7,85.6,2.22,executing,850.9,483.8,15.00,orbit,100
64,patrol,echelon,full,full,,none,0,executing,122.7,82.9,2.31,executing,316.3,85.6,2.29,executing,509.2,89.9,2.27,executing,853.2,469.0,15.00,orbit,100
65,patrol,echelon,full,full,,none,0,executing,126.0,86.7,2.36,executing,319.2,89.6,2.34,executing,511.7,94.1,2.32,executing,857.1,454.5,15.00,orbit,100
66,patrol,echelon,full,full,,none,0,executing,129.3,90.4,2.41,executing,322.2,93.6,2.39,executing,514.2,98.4,2.37,executing,862.3,440.4,15.00,orbit,100
67,patrol,echelon,full,full,,none,0,executing,132.6,94.1,2.46,executing,325.1,97.6,2.44,executing,516.8,102.6,2.43,executing,869.0,427.0,15.00,orbit,100
68,patrol,echelon,full,full,,none,0,executing,136.0,97.7,2.51,executing,328.2,101.5,2.49,executing,519.5,106.8,2.48,executing,876.9,414.3,15.00,orbit,100
69,patrol,echelon,full,full,,none,0,executing,139.4,101.4,2.56,executing,331.2,105.4,2.54,executing,522.2,111.0,2.53,executing,886.1,402.4,15.00,orbit,100
70,patrol,echelon,full,full,,none,0,executing,142.8,105.0,2.61,executing,334.3,109.3,2.59,executing,524.9,115.1,2.57,executing,896.4,391.5,15.00,orbit,100
71,patrol,echelon,full,full,,none,0,executing,146.3,108.6,2.66,executing,337.4,113.2,2.64,executing,527.7,119.3,2.62,executing,907.7,381.7,15.00,orbit,100
72,patrol,echelon,full,full,,none,0,executing,149.7,112.2,2.71,executing,340.6,117.1,2.68,executing,530.5,123.4,2.67,executing,920.0,373.1,15.00,orbit,100
73,patrol,echelon,full,full,,none,0,executing,153.2,115.8,2.75,executing,343.8,121.0,2.73,executing,533.3,127.5,2.72,executing,933.1,365.8,15.00,orbit,100
74,patrol,echelon,full,full,,none,0,executing,156.7,119.4,2.80,executing,346.9,124.8,2.78,executing,536.1,131.7,2.76,executing,946.8,359.7,15.00,orbit,100
75,patrol,echelon,full,full,,none,0,executing,160.2,123.0,2.84,executing,350.1,128.7,2.82,executing,538.9,135.8,2.80,executing,961.1,355.1,15.00,orbit,100
76,patrol,echelon,full,full,,none,0,executing,163.6,126.5,2.88,executing,353.3,132.5,2.86,executing,541.8,139.9,2.85,executing,975.7,352.0,15.00,orbit,100
77,patrol,echelon,full,full,,none,0,executing,166.2,129.2,2.91,executing,355.7,135.4,2.89,executing,543.9,142.9,2.88,executing,986.9,350.6,15.00,orbit,100
78,patrol,echelon,full,full,,none,0,executing,169.7,132.8,2.95,executing,358.9,139.2,2.94,executing,546.8,147.0,2.92,executing,1001.9,350.0,15.00,orbit,100
79,patrol,echelon,full,full,,none,0,executing,173.2,136.4,2.99,executing,362.1,143.1,2.98,executing,549.6,151.1,2.96,executing,1016.9,351.0,15.00,orbit,100
80,patrol,echelon,full,full,,none,0,executing,176.7,139.9,3.03,executing,365.3,146.9,3.02,executing,552.5,155.2,3.00,executing,1031.7,353.4,15.00,orbit,100
81,patrol,echelon,full,full,,none,0,executing,180.2,143.5,3.07,executing,368.5,150.7,3.06,executing,555.4,159.3,3.04,executing,1046.1,357.3,15.00,orbit,100
82,patrol,echelon,full,full,,none,0,executing,183.6,147.1,3.11,executing,371.7,154.6,3.09,executing,558.2,163.4,3.08,executing,1060.2,362.6,15.00,orbit,100
83,patrol,echelon,full,full,,none,0,executing,187.1,150.7,3.15,executing,374.9,158.4,3.13,executing,561.1,167.5,3.12,executing,1073.6,369.3,15.00,orbit,100
84,patrol,echelon,full,full,,none,0,executing,190.6,154.3,3.18,executing,378.0,162.2,3.17,executing,563.9,171.6,3.16,executing,1086.3,377.3,15.00,orbit,100
85,patrol,echelon,full,full,,none,0,executing,194.0,157.9,3.22,executing,381.2,166.1,3.21,executing,566.8,175.7,3.19,executing,1098.1,386.5,15.00,orbit,100
86,patrol,echelon,full,full,,none,0,executing,200.1,164.2,3.28,executing,386.8,172.8,3.27,executing,571.7,182.9,3.25,executing,1116.3,405.3,15.00,orbit,100
87,patrol,echelon,full,full,,none,0,executing,207.0,171.4,3.35,executing,393.1,180.6,3.33,executing,577.4,191.1,3.32,executing,1132.8,430.3,15.00,orbit,100
88,patrol,echelon,full,full,,none,0,executing,213.9,178.6,3.41,executing,399.4,188.3,3.40,executing,583.0,199.4,3.39,executing,1144.0,458.1,15.00,orbit,100
89,patrol,echelon,full,full,,none,0,executing,220.8,185.9,3.48,executing,405.7,196.1,3.46,executing,588.6,207.6,3.45,executing,1149.5,487.5,15.00,orbit,100
90,patrol,echelon,full,full,,none,0,executing,227.7,193.1,3.54,executing,412.0,203.9,3.52,executing,594.3,215.9,3.51,executing,1149.0,517.5,15.00,orbit,100
91,patrol,echelon,full,full,,none,0,executing,234.6,200.3,3.59,executing,418.3,211.6,3.58,executing,599.9,224.2,3.57,executing,1142.5,546.7,15.00,orbit,100
92,patrol,echelon,full,full,,none,0,executing,241.5,207.6,3.65,executing,424.6,219.4,3.64,executing,605.5,232.4,3.63,executing,1130.4,574.1,15.00,orbit,100
93,patrol,echelon,full,full,,none,0,executing,248.4,214.8,3.70,executing,430.8,227.1,3.69,executing,611.1,240.7,3.68,executing,1113.1,598.5,15.00,orbit,100
94,patrol,echelon,full,full,,none,0,executing,257.0,223.8,3.77,executing,438.7,236.8,3.75,executing,618.1,251.0,3.75,executing,1085.2,623.5,15.00,orbit,100
95,patrol,echelon,full,full,,none,0,executing,268.3,235.6,3.84,executing,448.9,249.4,3.83,executing,627.3,264.4,3.82,executing,1041.3,644.2,15.00,orbit,100
96,patrol,echelon,full,full,,none,0,executing,278.6,246.4,3.91,executing,458.4,261.1,3.90,executing,635.7,276.8,3.89,executing,996.8,650.0,15.00,orbit,100
97,patrol,echelon,full,full,,none,0,executing,289.0,257.3,3.97,executing,467.9,272.7,3.96,executing,644.2,289.2,3.96,executing,952.7,642.3,15.00,orbit,100
98,patrol,echelon,full,full,,none,0,executing,299.4,268.1,4.03,executing,477.3,284.3,4.02,executing,652.7,301.5,4.02,executing,912.7,622.0,15.00,orbit,100
99,patrol,echelon,full,full,,none,0,executing,309.7,278.9,4.09,executing,486.8,295.9,4.08,executing,661.2,313.9,4.08,executing,880.6,590.8,15.00,orbit,100
100,patrol,echelon,full,full,,none,0,executing,320.1,289.8,4.14,executing,496.3,307.5,4.13,executing,669.7,326.2,4.13,executing,859.1,551.4,15.00,orbit,100
101,patrol,echelon,full,full,,none,0,executing,330.5,300.6,4.19,executing,505.8,319.1,4.18,executing,678.3,338.6,4.18,executing,850.2,507.5,15.00,orbit,100
102,patrol,echelon,full,full,,none,0,executing,340.8,311.5,4.24,executing,515.3,330.7,4.23,executing,686.8,350.9,4.23,executing,854.7,462.9,15.00,orbit,100
103,patrol,echelon,full,full,,none,0,executing,348.6,319.6,4.27,executing,522.4,339.4,4.27,executing,693.2,360.1,4.26,executing,866.6,431.4,15.00,orbit,100
104,patrol,echelon,full,full,,none,0,executing,359.0,330.4,4.32,executing,531.9,351.0,4.31,executing,701.7,372.5,4.30,executing,892.9,395.0,15.00,orbit,100
105,patrol,echelon,full,full,,none,0,executing,369.4,341.2,4.36,executing,541.5,362.5,4.35,executing,710.3,384.8,4.35,executing,928.7,368.0,15.00,orbit,100
106,patrol,echelon,full,full,,none,0,executing,379.7,352.1,4.39,executing,551.0,374.1,4.39,executing,718.9,397.1,4.38,executing,970.9,352.9,15.00,orbit,100
107,patrol,echelon,full,full,,none,0,executing,390.1,362.9,4.43,executing,560.5,385.7,4.42,executing,727.4,409.4,4.42,executing,1015.6,350.8,15.00,orbit,100
108,patrol,echelon,full,full,,none,0,executing,400.5,373.7,4.46,executing,570.1,397.2,4.46,executing,736.0,421.7,4.45,executing,1059.0,362.1,15.00,orbit,100
109,patrol,echelon,full,full,,none,0,executing,410.9,384.6,4.49,executing,579.7,408.8,4.49,executing,744.6,434.0,4.48,executing,1097.1,385.7,15.00,orbit,100
110,patrol,echelon,full,full,,none,0,executing,421.2,395.4,4.52,executing,589.3,420.3,4.52,executing,753.2,446.3,4.51,executing,1126.6,419.5,15.00,orbit,100
111,patrol,echelon,full,full,,none,0,executing,431.6,406.2,4.55,executing,598.8,431.9,4.55,executing,761.8,458.5,4.54,executing,1144.7,460.5,15.00,orbit,100
112,patrol,echelon,full,full,,none,0,executing,442.0,417.0,4.58,executing,608.4,443.4,4.57,executing,770.4,470.8,4.57,executing,1149.9,505.0,15.00,orbit,100
113,patrol,echelon,full,full,,none,0,executing,452.4,427.9,4.60,executing,618.0,455.0,4.60,executing,779.0,483.1,4.59,executing,1141.7,549.1,15.00,orbit,100
114,patrol,echelon,full,full,,none,0,executing,462.8,438.7,4.62,executing,627.6,466.5,4.62,executing,787.6,495.3,4.62,executing,1120.9,588.8,15.00,orbit,100
115,patrol,echelon,full,full,,none,0,executing,473.2,449.5,4.65,executing,637.1,478.0,4.64,executing,796.2,507.6,4.64,executing,1089.2,620.6,15.00,orbit,100
116,patrol,echelon,full,full,,none,0,executing,483.6,460.2,4.67,executing,646.7,489.6,4.66,executing,804.8,519.8,4.66,executing,1049.6,641.6,15.00,orbit,100
117,patrol,echelon,full,full,,none,0,executing,494.0,471.0,4.69,executing,656.3,501.1,4.68,executing,813.5,532.1,4.68,executing,1005.6,649.9,15.00,orbit,100
118,patrol,echelon,full,full,,none,0,executing,504.5,481.7,4.70,executing,665.8,512.7,4.70,executing,822.1,544.3,4.70,executing,961.0,644.8,15.00,orbit,100
119,patrol,echelon,full,full,,none,0,executing,514.9,492.5,4.72,executing,675.4,524.2,4.72,executing,830.7,556.6,4.72,executing,920.0,626.9,15.00,orbit,100
120,patrol,echelon,full,full,,none,0,executing,525.4,503.2,4.74,executing,685.0,535.8,4.73,executing,839.4,568.8,4.73,executing,886.0,597.5,15.00,orbit,100
121,patrol,echelon,full,full,TRACK,warning,1,executing,535.8,514.0,4.75,executing,694.5,547.3,4.75,executing,848.0,581.1,4.75,executing,887.9,583.8,15.00,track,100
122,patrol,echelon,full,full,TRACK,warning,1,executing,546.3,524.7,4.77,executing,704.1,558.9,4.76,executing,856.7,593.3,4.76,executing,929.0,602.1,15.00,track,100
123,patrol,echelon,full,full,TRACK,warning,1,executing,556.7,535.5,4.78,executing,713.7,570.4,4.78,executing,865.3,605.5,4.77,executing,970.2,620.4,15.00,track,100
124,patrol,echelon,full,full,TRACK,warning,1,executing,567.2,546.2,4.79,executing,723.3,581.9,4.79,executing,874.0,617.8,4.79,executing,1011.3,638.6,15.00,track,100
125,patrol,echelon,full,full,TRACK,warning,1,executing,575.0,554.3,4.80,executing,730.5,590.6,4.80,executing,880.5,626.9,4.80,executing,1042.2,652.3,15.00,track,100
126,patrol,echelon,full,full,TRACK,warning,1,executing,585.5,565.0,4.81,executing,740.1,602.1,4.81,executing,889.1,639.2,4.81,executing,1083.4,670.4,15.00,track,100
127,patrol,echelon,full,full,TRACK,warning,1,executing,595.9,575.8,4.82,executing,749.7,613.6,4.82,executing,897.7,651.4,4.82,executing,1124.6,688.5,15.00,track,100
128,patrol,echelon,full,full,TRACK,warning,1,executing,606.3,586.5,4.83,executing,759.3,625.1,4.83,executing,906.4,663.6,4.83,executing,1165.8,706.6,15.00,track,100
129,patrol,echelon,full,full,TRACK,warning,1,executing,616.8,597.3,4.84,executing,768.9,636.6,4.84,executing,915.0,675.9,4.84,executing,1207.0,724.6,15.00,track,100
130,patrol,echelon,full,full,LOCK,warning,1,executing,627.2,608.0,4.85,executing,778.5,648.1,4.85,executing,923.7,688.1,4.85,executing,1248.3,742.5,15.00,track,100
131,patrol,echelon,full,full,LOCK,warning,1,executing,637.7,618.8,4.86,executing,788.1,659.7,4.86,executing,932.4,700.3,4.86,executing,1289.6,760.4,15.00,track,100
132,patrol,echelon,full,full,LOCK,warning,1,executing,648.1,629.5,4.87,executing,797.7,671.2,4.87,executing,941.0,712.5,4.86,executing,1330.9,778.3,15.00,track,100
133,patrol,echelon,full,full,LOCK,warning,1,executing,658.6,640.3,4.88,executing,807.3,682.7,4.88,executing,949.7,724.7,4.87,executing,1372.2,796.1,15.00,track,100
134,patrol,echelon,full,full,LOCK,warning,1,executing,669.0,651.1,4.88,executing,816.9,694.2,4.88,executing,958.4,736.9,4.88,executing,1413.5,813.9,15.00,track,100
135,patrol,echelon,full,full,LOCK,warning,1,executing,679.4,661.9,4.89,executing,826.5,705.7,4.89,executing,967.1,749.1,4.89,executing,1454.9,831.6,15.00,track,100
136,patrol,echelon,full,full,LOCK,warning,1,executing,689.8,672.7,4.90,executing,836.1,717.2,4.90,executing,975.8,761.3,4.89,executing,1496.3,849.3,15.00,track,100
137,patrol,echelon,full,full,LOCK,warning,1,executing,700.2,683.4,4.90,executing,845.7,728.7,4.90,executing,984.4,773.5,4.90,executing,1537.7,866.9,15.00,track,100
138,patrol,echelon,full,full,LOCK,warning,1,executing,710.7,694.2,4.91,executing,855.4,740.2,4.91,executing,993.1,785.7,4.90,executing,1579.1,884.4,15.00,track,100
139,patrol,echelon,full,full,LOCK,warning,1,executing,721.1,705.0,4.91,executing,865.0,751.7,4.91,executing,1001.8,798.0,4.91,executing,1620.6,901.9,15.00,track,100
140,patrol,echelon,full,full,LOCK,warning,1,executing,731.5,715.8,4.92,executing,874.6,763.2,4.92,executing,1010.4,810.2,4.91,executing,1662.1,919.4,15.00,track,100
141,patrol,echelon,full,full,LOCK,warning,1,executing,741.9,726.6,4.92,executing,884.2,774.7,4.92,executing,1019.1,822.4,4.92,executing,1703.6,936.8,15.00,track,100
142,patrol,echelon,full,full,LOCK,warning,1,executing,752.4,737.3,4.93,executing,893.8,786.2,4.93,executing,1027.7,834.7,4.92,executing,1745.1,954.1,15.00,track,100
143,patrol,echelon,full,full,LOCK,warning,1,executing,760.2,745.4,4.93,executing,901.0,794.8,4.93,executing,1034.2,843.9,4.93,executing,1776.3,967.0,15.00,track,100
144,patrol,echelon,full,full,LOCK,warning,1,executing,770.7,756.1,4.93,executing,910.7,806.3,4.93,executing,1042.8,856.1,4.93,executing,1817.9,984.2,15.00,track,100
145,patrol,echelon,full,full,LOCK,warning,1,executing,781.2,766.9,4.94,executing,920.3,817.8,4.94,executing,1051.5,868.4,4.93,executing,1859.5,1001.4,15.00,track,100
146,patrol,echelon,full,full,LOCK,warning,1,executing,791.6,777.6,4.94,executing,929.9,829.3,4.94,executing,1060.1,880.6,4.94,executing,1901.1,1018.4,15.00,track,100
147,patrol,echelon,full,full,LOCK,warning,1,executing,802.1,788.3,4.95,executing,939.6,840.8,4.94,executing,1068.8,892.9,4.94,executing,1942.8,1035.4,15.00,track,100
148,patrol,echelon,full,full,LOCK,warning,1,executing,812.6,799.1,4.95,executing,949.2,852.3,4.95,executing,1077.4,905.1,4.94,executing,1984.5,1052.3,15.00,track,100
149,patrol,echelon,full,full,LOCK,warning,1,executing,823.0,809.8,4.95,executing,958.8,863.7,4.95,executing,1086.1,917.4,4.95,executing,2026.2,1069.2,15.00,track,100
150,patrol,echelon,full,full,LOCK,warning,1,executing,833.5,820.6,4.95,executing,968.5,875.2,4.95,executing,1094.7,929.6,4.95,executing,2068.0,1086.0,15.00,track,100
151,patrol,echelon,full,full,LOCK,warning,1,executing,843.9,831.3,4.96,executing,978.1,886.7,4.96,executing,1103.4,941.8,4.95,executing,2109.8,1102.7,15.00,track,100
152,patrol,echelon,full,full,LOCK,warning,1,executing,854.4,842.1,4.96,executing,987.8,898.2,4.96,executing,1112.0,954.1,4.96,executing,2151.6,1119.3,15.00,track,100
153,patrol,echelon,full,full,LOCK,warning,1,executing,864.8,852.9,4.96,executing,997.4,909.6,4.96,executing,1120.7,966.3,4.96,executing,2193.4,1135.8,15.00,track,100
154,patrol,echelon,full,full,LOCK,warning,1,executing,875.3,863.6,4.96,executing,1007.1,921.1,4.96,executing,1129.3,978.6,4.96,executing,2235.3,1152.2,15.00,track,100
155,patrol,echelon,full,full,LOCK,warning,1,executing,885.7,874.4,4.97,executing,1016.8,932.6,4.96,executing,1138.0,990.9,4.96,executing,2277.3,1168.5,15.00,track,100
156,patrol,echelon,full,full,LOCK,warning,1,executing,896.1,885.1,4.97,executing,1026.5,944.0,4.97,executing,1146.6,1003.1,4.97,executing,2319.2,1184.8,15.00,track,100
157,patrol,echelon,full,full,LOCK,warning,1,executing,906.6,895.9,4.97,executing,1036.1,955.5,4.97,executing,1155.2,1015.4,4.97,executing,2361.2,1200.9,15.00,track,100
158,patrol,echelon,full,full,LOCK,warning,1,executing,917.0,906.7,4.97,executing,1045.8,966.9,4.97,executing,1163.9,1027.6,4.97,executing,2403.3,1216.9,15.00,track,100
159,patrol,echelon,full,full,LOCK,warning,1,executing,927.5,917.4,4.97,executing,1055.5,978.4,4.97,executing,1172.5,1039.9,4.97,executing,2445.4,1232.9,15.00,track,100
160,patrol,echelon,full,full,LOCK,warning,1,executing,937.9,928.2,4.97,executing,1065.2,989.8,4.97,executing,1181.1,1052.2,4.97,executing,2487.5,1248.7,15.00,track,100
